,LTeamID,WTeamID,date,home,homeID,hscore,line,lineavg,linedok,linedonc,lineespn,linefox,linemassey,linemoore,lineopen,linepugh,linesag,linesage,linesaggm,linesagp,WMargin,neutral,road,roadID,rscore,std,favwins,homewins,favoriteID,underdogID,WinATS,LoseATS,Season,DayNum,WScore,LScore,WSeasonElo,LSeasonElo,SeasonEloDiff,PredMargin,PredBetWATS,PredBetLATS,PredBet,PredBetWATSProfit,PredBetLATSProfit,PredBetProfit
202,1417,1382,2018-03-13,UCLA,1417,58.0,-3.0,-2.84,-3.22,-2.7,0.21,-4.0,-2.72,-1.36,-2.5,-7.48,-2.66,-3.96,-2.19,-2.68,7,1.0,St. Bonaventure,1382.0,65.0,1.92,0,0,1382.0,1417.0,-1,1,2018,134,65,58,1828.9436239999998,1914.051766,-85.10814200000027,-2,-1,1,1,-77,-109,17
203,1113,1393,2018-03-14,Syracuse,1393,60.0,2.0,-1.03,1.27,-0.0,-0.69,-2.0,-1.0,-0.67,1.0,0.01,0.07,-5.87,-0.3,0.95,-4,1.0,Arizona St.,1113.0,56.0,2.79,1,1,1393.0,1113.0,1,-1,2018,135,60,56,1804.6241420000001,1707.0791219999999,-97.54502000000025,-2,1,-1,1,-76,-110,18
204,1300,1411,2018-03-14,Texas Southern,1411,64.0,-5.5,-3.17,-5.28,-3.2,-2.52,-4.0,-4.79,-4.72,-3.5,-7.19,-3.3,1.49,-3.31,-3.88,-18,1.0,NC Central,1300.0,46.0,2.26,1,1,1411.0,1300.0,1,-1,2018,135,64,46,1349.73899,1261.980266,-87.75872400000003,-2,-1,-1,-1,-77,-111,17
205,1439,1104,2018-03-15,Virginia Tech,1439,83.0,-2.5,-0.96,-2.12,-1.5,-3.7,-2.0,-0.83,-1.15,-1.5,-1.12,-1.34,6.39,-1.25,-2.1,3,1.0,Alabama,1104.0,86.0,2.46,0,0,1104.0,1439.0,-1,1,2018,136,86,83,1841.751243,1867.688541,-25.937298000000055,0,-1,1,1,-78,-110,18
206,1112,1138,2018-03-15,Arizona,1112,68.0,-8.0,-7.33,-6.8,-7.1,-9.43,-7.0,-5.97,-9.42,-9.5,-8.89,-8.01,-8.36,-8.27,-7.99,21,1.0,Buffalo,1138.0,89.0,1.87,0,0,1138.0,1112.0,-1,1,2018,136,89,68,1821.9423739999997,2056.297707,-234.35533300000043,-7,-1,1,1,-79,-109,19
207,1233,1181,2018-03-15,Duke,1181,89.0,-21.0,-18.6,-19.77,-17.5,-22.35,-19.0,-19.72,-18.19,-21.0,-21.67,-18.35,-4.1,-18.91,-19.77,-22,1.0,Iona,1233.0,67.0,4.68,1,1,1181.0,1233.0,1,-1,2018,136,89,67,2082.803818,1595.413953,-487.3898649999999,-14,-1,-1,-1,-80,-110,18
208,1382,1196,2018-03-15,Florida,1196,77.0,-6.0,-4.74,-6.96,-5.8,-4.99,-7.0,-4.13,-3.78,-0.0,-8.34,-5.17,0.13,-4.45,-5.66,-15,1.0,St. Bonaventure,1382.0,62.0,2.28,1,1,1196.0,1382.0,1,-1,2018,136,77,62,1931.846368,1828.9436239999998,-102.90274400000021,-3,-1,-1,-1,-81,-111,17
209,1422,1211,2018-03-15,Gonzaga,1211,68.0,-13.0,-10.95,-12.59,-8.4,-13.42,-8.0,-10.39,-10.02,-12.0,-13.14,-13.06,-7.34,-13.44,-13.2,-4,1.0,NC Greensboro,1422.0,64.0,2.4,1,1,1211.0,1422.0,-1,1,2018,136,68,64,2142.204268,1788.932036,-353.27223200000003,-10,-1,1,1,-82,-110,18
210,1361,1222,2018-03-15,Houston,1222,67.0,-4.5,-4.02,-4.74,-5.0,-7.04,-6.0,-4.01,-4.98,-3.5,-2.53,-3.73,3.75,-4.37,-3.84,-2,1.0,San Diego St.,1361.0,65.0,3.17,1,1,1222.0,1361.0,-1,1,2018,136,67,65,1996.116835,1901.8468079999998,-94.27002700000025,-2,-1,1,1,-83,-109,19
211,1335,1242,2018-03-15,Kansas,1242,76.0,-14.0,-14.25,-16.61,-12.4,-17.05,-13.0,-15.14,-14.98,-16.0,-17.94,-16.31,-11.34,-15.93,-16.65,-16,1.0,Pennsylvania,1335.0,60.0,3.51,1,1,1242.0,1335.0,1,-1,2018,136,76,60,2084.816709,1746.598307,-338.2184020000002,-10,-1,-1,-1,-84,-110,18
212,1172,1246,2018-03-15,Kentucky,1246,78.0,-4.5,-5.45,-4.09,-6.4,-2.76,-6.0,-5.53,-6.35,-6.0,-6.91,-6.01,-7.02,-7.98,-5.54,-5,1.0,Davidson,1172.0,73.0,2.32,1,1,1246.0,1172.0,-1,1,2018,136,78,73,2065.518294,1874.4562649999998,-191.06202900000017,-5,-1,1,1,-85,-109,19
213,1274,1260,2018-03-15,Miami-Florida,1274,62.0,-1.0,-1.72,-3.79,-3.0,-1.8,-1.0,0.91,-3.74,-2.5,-2.61,-4.03,5.01,-4.52,-4.53,2,1.0,Loyola-Chicago,1260.0,64.0,3.12,0,0,1260.0,1274.0,-1,1,2018,136,64,62,1890.909689,1901.710759,-10.801069999999982,0,-1,1,1,-86,-108,20
214,1285,1276,2018-03-15,Michigan,1276,61.0,-10.0,-11.52,-10.19,-9.6,-13.78,-15.0,-11.17,-14.09,-12.0,-9.88,-11.93,-8.0,-12.94,-11.89,-14,1.0,Montana,1285.0,47.0,2.45,1,1,1276.0,1285.0,1,-1,2018,136,61,47,2153.6458239999997,1724.822028,-428.8237959999997,-12,1,-1,1,-85,-109,21
215,1355,1326,2018-03-15,Ohio St.,1326,81.0,-8.0,-6.56,-8.61,-6.3,-9.01,-4.0,-6.15,-13.53,-8.5,-9.3,-7.28,6.41,-7.59,-8.17,-8,1.0,South Dakota St.,1355.0,73.0,4.61,1,1,1326.0,1355.0,1,-1,2018,136,81,73,1906.257155,1843.0369059999998,-63.220249000000194,-1,-1,-1,-1,-86,-110,20
216,1328,1348,2018-03-15,Rhode Island,1348,83.0,-2.0,0.19,2.09,0.8,-2.62,-2.0,-1.83,-0.38,-0.0,1.86,0.9,-1.93,0.8,1.23,-5,1.0,Oklahoma,1328.0,78.0,1.73,0,1,1328.0,1348.0,1,-1,2018,136,83,78,1768.48505,1785.5537190000002,17.068669000000227,0,1,-1,1,-85,-111,21
217,1301,1371,2018-03-15,Seton Hall,1371,94.0,-3.5,-2.12,-2.82,-1.5,-2.55,-2.0,-1.62,-3.91,-2.0,-2.22,-2.75,-2.81,-2.77,-2.76,-11,1.0,North Carolina St.,1301.0,83.0,1.18,1,1,1371.0,1301.0,1,-1,2018,136,94,83,1929.9625829999998,1848.5293980000001,-81.43318499999964,-2,-1,-1,-1,-86,-112,20
218,1460,1397,2018-03-15,Tennessee,1397,73.0,-11.5,-13.01,-12.97,-11.9,-15.02,-12.0,-13.11,-16.51,-14.0,-16.9,-12.79,-10.85,-12.34,-13.04,-26,1.0,Wright St.,1460.0,47.0,3.17,1,1,1397.0,1460.0,1,-1,2018,136,73,47,2026.714702,1629.384457,-397.3302449999999,-11,-1,-1,-1,-87,-113,19
219,1372,1403,2018-03-15,Texas Tech,1403,70.0,-11.0,-11.41,-12.08,-10.1,-14.8,-10.0,-8.63,-17.32,-12.0,-16.11,-13.02,-2.58,-13.19,-13.63,-10,1.0,Stephen F. Austin,1372.0,60.0,4.16,1,1,1403.0,1372.0,-1,1,2018,136,70,60,1973.857023,1662.745744,-311.11127899999997,-9,-1,1,1,-88,-112,20
220,1347,1437,2018-03-15,Villanova,1437,87.0,-22.5,-22.47,-23.96,-19.0,-25.01,-23.0,-22.92,-23.22,-23.5,-26.4,-24.63,-11.13,-24.62,-25.4,-26,1.0,Radford,1347.0,61.0,5.15,1,1,1437.0,1347.0,1,-1,2018,136,87,61,2188.106007,1528.416407,-659.6895999999999,-19,-1,-1,-1,-89,-113,19
221,1158,1120,2018-03-16,Auburn,1120,62.0,-9.5,-9.6,-11.37,-9.1,-13.01,-7.0,-9.57,-11.37,-11.5,-15.54,-9.06,8.83,-9.18,-10.74,-4,1.0,Charleston,1158.0,58.0,5.85,1,1,1120.0,1158.0,-1,1,2018,137,62,58,1863.348538,1770.1927030000002,-93.1558349999998,-2,-1,1,1,-90,-112,20
222,1116,1139,2018-03-16,Arkansas,1116,62.0,2.0,0.38,2.03,-0.2,2.27,1.0,-0.19,0.27,1.0,-0.54,0.2,-5.98,0.15,0.67,17,1.0,Butler,1139.0,79.0,1.89,0,0,1139.0,1116.0,-1,1,2018,137,79,62,1896.472024,1883.466805,13.005218999999897,0,-1,-1,-1,-91,-113,19
223,1209,1153,2018-03-16,Cincinnati,1153,68.0,-14.0,-14.01,-14.72,-12.7,-17.29,-12.0,-13.42,-15.19,-15.5,-15.58,-15.26,-3.31,-16.24,-15.65,-15,1.0,Georgia St.,1209.0,53.0,3.69,1,1,1153.0,1209.0,1,-1,2018,137,68,53,2103.432764,1654.856209,-448.5765550000001,-13,-1,-1,-1,-92,-114,18
224,1308,1155,2018-03-16,Clemson,1155,79.0,-3.5,-4.93,-4.31,-5.2,-6.49,-8.0,-4.65,-10.92,-6.0,-5.93,-5.18,3.69,-5.69,-5.59,-11,1.0,New Mexico St.,1308.0,68.0,3.75,1,1,1155.0,1308.0,1,-1,2018,137,79,68,1917.218953,1775.3919649999998,-141.82698800000026,-4,-1,-1,-1,-93,-115,17
225,1281,1199,2018-03-16,Missouri,1281,54.0,1.0,0.59,2.12,0.5,1.02,1.0,0.07,1.64,-1.0,-0.18,0.7,-6.87,1.68,1.31,13,1.0,Florida St.,1199.0,67.0,2.07,0,0,1199.0,1281.0,-1,1,2018,137,67,54,1844.356725,1843.791187,0.5655380000000605,0,-1,-1,-1,-94,-116,16
226,1166,1243,2018-03-16,Creighton,1166,59.0,-2.5,-1.16,-0.49,0.1,-3.91,-1.0,-0.29,-0.58,-2.0,-1.05,-2.03,2.6,-1.06,-2.69,10,1.0,Kansas St.,1243.0,69.0,1.96,0,0,1243.0,1166.0,-1,1,2018,137,69,59,1883.6757879999998,1886.331013,-2.6552250000002005,0,-1,1,1,-95,-115,17
227,1455,1267,2018-03-16,Wichita St.,1455,75.0,-13.5,-10.63,-13.95,-10.1,-18.13,-8.0,-7.87,-13.31,-12.5,-11.12,-12.75,5.05,-13.24,-13.5,6,1.0,Marshall,1267.0,81.0,5.2,0,0,1267.0,1455.0,-1,1,2018,137,81,75,1708.980375,2011.818977,-302.8386019999998,-9,-1,1,1,-96,-114,18
228,1137,1277,2018-03-16,Michigan St.,1277,82.0,-13.5,-12.98,-15.96,-12.6,-15.99,-10.0,-12.36,-11.49,-15.0,-15.81,-14.3,-4.29,-14.81,-14.92,-4,1.0,Bucknell,1137.0,78.0,3.52,1,1,1277.0,1137.0,-1,1,2018,137,82,78,2048.78952,1730.4887210000002,-318.30079899999964,-9,-1,1,1,-97,-113,19
229,1400,1305,2018-03-16,Nevada,1305,87.0,-0.0,0.6,-1.92,0.4,-0.58,3.0,-0.43,1.99,-0.0,-1.39,1.04,5.12,1.13,0.65,-4,1.0,Texas,1400.0,83.0,1.96,0,1,1400.0,1305.0,1,-1,2018,137,87,83,1856.44015,1887.2663489999998,30.82619899999986,0,1,-1,1,-96,-114,20
230,1252,1314,2018-03-16,North Carolina,1314,84.0,-22.0,-18.26,-19.62,-15.0,-24.98,-19.0,-17.51,-22.23,-20.0,-21.17,-19.16,-8.82,-18.76,-19.92,-18,1.0,Lipscomb,1252.0,66.0,4.22,1,1,1314.0,1252.0,-1,1,2018,137,84,66,2073.475159,1595.3959730000001,-478.07918599999994,-14,-1,1,1,-97,-113,21
231,1168,1345,2018-03-16,Purdue,1345,74.0,-20.5,-19.47,-20.9,-17.0,-27.43,-17.0,-15.64,-19.8,-21.0,-21.62,-20.53,-5.91,-20.18,-21.81,-26,1.0,Cal St. Fullerton,1168.0,48.0,4.9,1,1,1345.0,1168.0,1,-1,2018,137,74,48,2063.3209690000003,1572.927661,-490.3933080000004,-14,-1,-1,-1,-98,-114,20
232,1395,1393,2018-03-16,TCU,1395,52.0,-5.0,-3.7,-4.2,-4.5,-3.69,-6.0,-3.62,-2.34,-4.5,-4.76,-3.72,-3.69,-3.58,-3.85,5,1.0,Syracuse,1393.0,57.0,2.63,0,0,1393.0,1395.0,-1,1,2018,137,57,52,1804.6241420000001,1925.1158850000002,-120.49174300000004,-3,-1,1,1,-99,-113,21
233,1344,1401,2018-03-16,Texas A&M,1401,73.0,-3.0,-2.18,-4.33,-3.0,-3.48,-2.0,-2.94,-2.57,-4.0,-4.35,-3.14,5.87,-2.84,-3.79,-4,1.0,Providence,1344.0,69.0,2.84,1,1,1401.0,1344.0,1,-1,2018,137,73,69,1829.455906,1846.201752,16.74584600000003,0,-1,-1,-1,-100,-114,20
234,1438,1420,2018-03-16,Virginia,1438,54.0,-20.5,-21.79,-21.0,-18.5,-23.62,-21.0,-26.72,-23.29,-23.0,-25.44,-23.75,-12.87,-23.98,-24.32,20,1.0,MD Baltimore Co,1420.0,74.0,4.01,0,0,1420.0,1438.0,-1,1,2018,137,74,54,1587.5976449999998,2244.277735,-656.6800900000003,-19,-1,1,1,-101,-113,21
235,1293,1452,2018-03-16,West Virginia,1452,85.0,-10.0,-8.92,-10.94,-7.5,-9.26,-10.0,-4.09,-7.87,-11.0,-10.58,-11.2,-3.38,-10.91,-11.81,-17,1.0,Murray St.,1293.0,68.0,3.26,1,1,1452.0,1293.0,1,-1,2018,137,85,68,2000.901961,1775.1716399999998,-225.73032100000023,-6,-1,-1,-1,-102,-114,20
236,1411,1462,2018-03-16,Xavier,1462,102.0,-19.0,-21.75,-21.37,-19.0,-25.94,-20.0,-20.6,-23.44,-19.5,-24.52,-21.31,-4.62,-23.46,-21.97,-19,1.0,Texas Southern,1411.0,83.0,6.33,1,1,1462.0,1411.0,-1,1,2018,137,102,83,2047.9206,1349.73899,-698.1816099999999,-21,-1,1,1,-103,-113,21
237,1348,1181,2018-03-17,Duke,1181,87.0,-9.5,-10.02,-9.37,-8.1,-11.44,-12.0,-8.89,-9.39,-10.0,-10.54,-9.91,-5.65,-9.45,-10.74,-25,1.0,Rhode Island,1348.0,62.0,1.89,1,1,1181.0,1348.0,1,-1,2018,138,87,62,2082.803818,1768.48505,-314.31876799999986,-9,-1,-1,-1,-104,-114,20
238,1326,1211,2018-03-17,Gonzaga,1211,90.0,-4.5,-2.77,-2.46,-2.0,-3.73,-3.0,-3.17,0.02,-2.5,-0.8,-3.19,-7.66,-3.61,-2.89,-6,1.0,Ohio St.,1326.0,84.0,1.66,1,1,1211.0,1326.0,1,-1,2018,138,90,84,2142.204268,1906.257155,-235.94711299999994,-7,1,-1,1,-103,-115,21
239,1371,1242,2018-03-17,Kansas,1242,83.0,-4.5,-5.68,-4.65,-5.8,-7.46,-5.0,-4.59,-4.32,-4.0,-4.57,-6.02,-9.49,-5.04,-6.0,-4,1.0,Seton Hall,1371.0,79.0,1.45,1,1,1242.0,1371.0,-1,1,2018,138,83,79,2084.816709,1929.9625829999998,-154.8541260000004,-4,-1,1,1,-104,-114,22
240,1138,1246,2018-03-17,Kentucky,1246,95.0,-5.5,-6.77,-5.42,-6.7,-7.96,-7.0,-4.3,-7.03,-6.0,-8.52,-7.64,0.32,-8.02,-7.7,-20,1.0,Buffalo,1138.0,75.0,2.31,1,1,1246.0,1138.0,1,-1,2018,138,95,75,2065.518294,1821.9423739999997,-243.57592000000022,-7,1,-1,1,-103,-115,23
241,1397,1260,2018-03-17,Tennessee,1397,62.0,-5.0,-6.4,-5.92,-6.3,-6.64,-7.0,-4.62,-8.39,-6.0,-8.39,-6.06,-5.3,-5.28,-6.3,1,1.0,Loyola-Chicago,1260.0,63.0,1.49,0,0,1260.0,1397.0,-1,1,2018,138,63,62,1890.909689,2026.714702,-135.80501299999992,-4,-1,1,1,-104,-114,24
242,1222,1276,2018-03-17,Michigan,1276,64.0,-3.5,-2.82,-1.56,-3.8,-1.29,-6.0,-4.53,-1.46,-3.0,-1.59,-2.76,-6.36,-3.86,-2.44,-1,1.0,Houston,1222.0,63.0,1.64,1,1,1276.0,1222.0,-1,1,2018,138,64,63,2153.6458239999997,1996.116835,-157.52898899999968,-4,-1,-1,-1,-105,-115,23
243,1196,1403,2018-03-17,Texas Tech,1403,69.0,-1.5,-1.77,-1.83,-1.8,-3.98,-1.0,-2.18,-1.12,-1.0,-1.89,-1.37,1.38,-1.19,-1.6,-3,1.0,Florida,1196.0,66.0,1.73,1,1,1403.0,1196.0,1,-1,2018,138,69,66,1973.857023,1931.846368,-42.01065500000004,-1,-1,-1,-1,-106,-116,22
244,1104,1437,2018-03-17,Villanova,1437,81.0,-11.5,-12.03,-11.22,-9.7,-17.3,-15.0,-12.36,-10.05,-11.0,-11.35,-11.67,-8.75,-11.32,-11.97,-23,1.0,Alabama,1104.0,58.0,2.23,1,1,1437.0,1104.0,1,-1,2018,138,81,58,2188.106007,1841.751243,-346.35476399999993,-10,-1,-1,-1,-107,-117,21
245,1120,1155,2018-03-18,Auburn,1120,53.0,-2.0,0.19,-2.61,-1.4,0.41,1.0,0.87,-0.22,-1.5,-1.62,0.64,8.12,0.42,0.04,31,1.0,Clemson,1155.0,84.0,2.92,0,0,1155.0,1120.0,-1,1,2018,139,84,53,1917.218953,1863.348538,53.870415000000094,1,-1,1,1,-108,-116,22
246,1462,1199,2018-03-18,Xavier,1462,70.0,-5.5,-4.24,-2.88,-5.4,-6.19,-5.0,-4.27,-1.63,-5.5,-4.75,-3.27,-1.59,-4.24,-3.2,5,1.0,Florida St.,1199.0,75.0,2.08,0,0,1199.0,1462.0,-1,1,2018,139,75,70,1844.356725,2047.9206,-203.56387499999983,-6,-1,-1,-1,-109,-117,21
247,1420,1243,2018-03-18,Kansas St.,1243,50.0,-10.5,-9.49,-11.45,-11.1,-10.13,-7.0,-7.35,-10.62,-10.5,-15.66,-13.03,8.8,-12.94,-13.71,-7,1.0,MD Baltimore Co,1420.0,43.0,6.04,1,1,1243.0,1420.0,-1,1,2018,139,50,43,1883.6757879999998,1587.5976449999998,-296.07814299999995,-8,-1,1,1,-110,-116,22
248,1153,1305,2018-03-18,Cincinnati,1153,73.0,-9.0,-7.36,-6.31,-7.1,-11.16,-9.0,-6.5,-6.46,-6.5,-4.99,-7.16,-7.09,-6.94,-7.22,2,1.0,Nevada,1305.0,75.0,2.07,0,0,1305.0,1153.0,-1,1,2018,139,75,73,1856.44015,2103.432764,-246.99261400000023,-7,-1,1,1,-111,-115,23
249,1139,1345,2018-03-18,Purdue,1345,76.0,-4.0,-5.8,-3.24,-6.3,-9.03,-5.0,-5.03,-6.17,-4.0,-6.63,-6.4,1.89,-7.12,-6.95,-3,1.0,Butler,1139.0,73.0,2.42,1,1,1345.0,1139.0,-1,1,2018,139,76,73,2063.3209690000003,1896.472024,-166.8489450000004,-5,-1,1,1,-112,-114,24
250,1277,1393,2018-03-18,Michigan St.,1277,53.0,-9.5,-8.34,-8.93,-8.1,-10.74,-8.0,-6.59,-7.44,-8.0,-8.44,-8.87,-7.58,-8.53,-9.13,2,1.0,Syracuse,1393.0,55.0,3.39,0,0,1393.0,1277.0,-1,1,2018,139,55,53,1804.6241420000001,2048.78952,-244.1653779999997,-7,-1,1,1,-113,-113,25
251,1314,1401,2018-03-18,North Carolina,1314,65.0,-7.0,-5.88,-5.43,-5.6,-9.34,-7.0,-6.47,-4.87,-6.5,-5.23,-5.51,-3.36,-5.65,-5.67,21,1.0,Texas A&M,1401.0,86.0,1.38,0,0,1401.0,1314.0,-1,1,2018,139,86,65,1829.455906,2073.475159,-244.01925300000016,-7,-1,-1,-1,-114,-114,24
252,1267,1452,2018-03-18,West Virginia,1452,94.0,-13.0,-12.17,-14.1,-11.0,-17.55,-11.0,-7.86,-13.63,-12.0,-14.15,-14.5,1.13,-13.8,-15.27,-23,1.0,Marshall,1267.0,71.0,4.29,1,1,1452.0,1267.0,1,-1,2018,139,94,71,2000.901961,1708.980375,-291.92158599999993,-8,-1,-1,-1,-115,-115,23
253,1211,1199,2018-03-22,Gonzaga,1211,60.0,-6.0,-5.17,-4.37,-5.0,-8.22,-5.0,-5.66,-1.85,-5.0,-3.76,-3.91,-5.9,-4.45,-3.74,15,1.0,Florida St.,1199.0,75.0,2.02,0,0,1199.0,1211.0,-1,1,2018,143,75,60,1844.356725,2142.204268,-297.84754299999986,-8,-1,-1,-1,-116,-116,22
254,1246,1243,2018-03-22,Kentucky,1246,58.0,-5.0,-4.45,-3.22,-2.5,-4.97,-7.0,-4.72,-6.24,-5.0,-4.61,-4.14,-7.28,-3.94,-4.21,3,1.0,Kansas St.,1243.0,61.0,1.91,0,0,1243.0,1246.0,-1,1,2018,143,61,58,1883.6757879999998,2065.518294,-181.84250600000018,-5,-1,-1,-1,-117,-117,21
255,1305,1260,2018-03-22,Nevada,1305,68.0,-1.0,-2.01,-3.19,-2.0,-1.6,1.0,-0.58,-4.04,-2.5,-4.26,-3.51,1.1,-3.3,-3.7,1,1.0,Loyola-Chicago,1260.0,69.0,2.22,0,0,1260.0,1305.0,-1,1,2018,143,69,68,1890.909689,1856.44015,34.46953900000017,1,-1,1,1,-118,-116,22
256,1401,1276,2018-03-22,Michigan,1276,99.0,-2.5,-3.75,-3.34,-5.2,-3.7,-7.0,-4.49,-0.31,-3.5,-1.58,-2.72,-2.83,-3.32,-2.62,-27,1.0,Texas A&M,1401.0,72.0,2.65,1,1,1276.0,1401.0,1,-1,2018,143,99,72,2153.6458239999997,1829.455906,-324.1899179999998,-9,1,-1,1,-117,-117,23
257,1393,1181,2018-03-23,Duke,1181,69.0,-11.0,-9.87,-10.96,-8.9,-13.26,-12.0,-10.16,-10.19,-11.5,-10.64,-10.41,-4.35,-9.86,-11.28,-4,1.0,Syracuse,1393.0,65.0,3.31,1,1,1181.0,1393.0,-1,1,2018,144,69,65,2082.803818,1804.6241420000001,-278.17967599999974,-8,-1,1,1,-118,-116,24
258,1155,1242,2018-03-23,Kansas,1242,80.0,-5.0,-3.36,-3.86,-3.36,-3.91,-2.0,-2.38,-1.8,-4.0,-2.41,-4.98,-4.76,-4.38,-5.13,-4,1.0,Clemson,1155.0,76.0,1.71,1,1,1242.0,1155.0,1,-1,2018,144,80,76,2084.816709,1917.218953,-167.59775600000012,-5,1,-1,1,-117,-117,25
259,1345,1403,2018-03-23,Purdue,1345,65.0,-2.0,-3.39,-1.28,-3.6,-6.8,-2.0,-2.39,-4.11,-1.5,-2.83,-4.0,-1.15,-4.07,-4.23,13,1.0,Texas Tech,1403.0,78.0,1.6,0,0,1403.0,1345.0,-1,1,2018,144,78,65,1973.857023,2063.3209690000003,-89.4639460000003,-2,-1,1,1,-118,-116,26
260,1452,1437,2018-03-23,Villanova,1437,90.0,-5.5,-5.11,-4.04,-5.5,-8.33,-6.0,-6.72,-5.73,-5.5,-5.59,-4.49,0.77,-5.21,-4.61,-12,1.0,West Virginia,1452.0,78.0,2.22,1,1,1437.0,1452.0,1,-1,2018,144,90,78,2188.106007,2000.901961,-187.20404599999983,-5,-1,-1,-1,-119,-117,25
261,1243,1260,2018-03-24,Kansas St.,1243,62.0,-1.0,-2.06,-1.96,-3.6,-0.47,-2.0,-0.66,-3.06,-0.0,-2.46,-3.14,-7.73,-3.45,-3.07,16,1.0,Loyola-Chicago,1260.0,78.0,2.33,0,0,1260.0,1243.0,-1,1,2018,145,78,62,1890.909689,1883.6757879999998,7.233901000000287,0,-1,1,1,-120,-116,26
262,1199,1276,2018-03-24,Michigan,1276,58.0,-4.0,-4.72,-3.39,-5.7,-4.89,-10.0,-5.07,-2.94,-4.0,-2.84,-3.06,-2.09,-3.77,-2.95,-4,1.0,Florida St.,1199.0,54.0,2.88,1,1,1276.0,1199.0,-1,1,2018,145,58,54,2153.6458239999997,1844.356725,-309.2890989999996,-9,-1,-1,-1,-121,-117,25
263,1181,1242,2018-03-25,Kansas,1242,85.0,3.5,2.8,3.95,2.7,3.6,3.0,1.85,2.64,3.5,3.46,2.35,-3.7,2.46,2.94,-4,1.0,Duke,1181.0,81.0,2.04,0,1,1181.0,1242.0,1,-1,2018,146,85,81,2084.816709,2082.803818,-2.012891000000309,0,1,-1,1,-120,-118,26
264,1403,1437,2018-03-25,Villanova,1437,71.0,-6.5,-6.23,-5.87,-6.4,-10.0,-7.0,-7.28,-4.31,-6.5,-5.87,-6.28,-3.6,-6.54,-6.3,-12,1.0,Texas Tech,1403.0,59.0,1.79,1,1,1437.0,1403.0,1,-1,2018,146,71,59,2188.106007,1973.857023,-214.24898399999984,-6,-1,-1,-1,-121,-119,25
265,1260,1276,2018-03-31,Michigan,1276,69.0,-5.5,-6.59,-5.95,-7.2,-5.94,-11.0,-6.05,-7.41,-6.0,-6.27,-7.59,-0.78,-7.86,-7.65,-12,1.0,Loyola-Chicago,1260.0,57.0,2.38,1,1,1276.0,1260.0,1,-1,2018,152,69,57,2153.6458239999997,1890.909689,-262.73613499999965,-7,1,-1,1,-120,-120,26
266,1242,1437,2018-03-31,Villanova,1437,95.0,-5.0,-4.6,-4.71,-4.4,-6.36,-5.0,-6.03,-3.35,-5.0,-5.39,-3.72,-3.99,-3.89,-3.67,-16,1.0,Kansas,1242.0,79.0,1.34,1,1,1437.0,1242.0,1,-1,2018,152,95,79,2188.106007,2084.816709,-103.28929799999969,-3,-1,-1,-1,-121,-121,25
267,1276,1437,2018-04-02,Villanova,1437,79.0,-6.5,-4.79,-6.13,-5.1,-8.51,-2.0,-5.35,-6.49,-6.5,-4.79,-6.19,2.12,-5.43,-6.44,-17,1.0,Michigan,1276.0,62.0,3.3,1,1,1437.0,1276.0,1,-1,2018,154,79,62,2188.106007,2153.6458239999997,-34.46018300000014,-1,-1,-1,-1,-122,-122,24
